Date,Open,High,Low,Close,Volume
30/12/2015 16:00,21918,21918,21918,21918,0
30/12/2015 15:45,21918,21919,21918,21918,262
30/12/2015 15:30,21916,21919,21916,21918,168
30/12/2015 15:15,21918,21919,21916,21917,96
30/12/2015 15:00,21924,21924,21917,21918,82
30/12/2015 14:45,21918,21925,21917,21923,90
30/12/2015 14:30,21917,21920,21916,21918,56
30/12/2015 14:15,21923,21925,21914,21917,65
30/12/2015 14:00,21921,21925,21918,21922,86
30/12/2015 13:45,21914,21929,21912,21921,213
30/12/2015 13:30,21907,21918,21903,21913,276
30/12/2015 13:15,21928,21928,21905,21910,311
30/12/2015 13:00,21931,21939,21925,21928,146
30/12/2015 11:45,21924,21934,21923,21934,105
30/12/2015 11:30,21923,21930,21918,21921,124
30/12/2015 11:15,21927,21940,21910,21921,260
30/12/2015 11:00,21952,21957,21928,21928,285
30/12/2015 10:45,21957,21973,21951,21951,337
30/12/2015 10:30,21970,21983,21953,21959,433
30/12/2015 10:15,21933,21980,21920,21970,681
30/12/2015 10:00,21983,22000,21935,21937,684
30/12/2015 9:45,22006,22041,21972,21984,619
30/12/2015 9:30,22125,22131,22004,22013,1026
30/12/2015 9:15,22130,22156,22095,22127,860
30/12/2015 9:00,22130,22140,22130,22130,81
29/12/2015 16:00,22007,22060,22005,22058,1698
29/12/2015 15:45,22004,22007,21990,22005,1542
29/12/2015 15:30,22015,22019,21995,22005,981
29/12/2015 15:15,22002,22017,21997,22014,838
29/12/2015 15:00,22016,22020,21986,22001,1522
29/12/2015 14:45,22006,22017,22003,22016,986
29/12/2015 14:30,21995,22013,21993,22006,1315
29/12/2015 14:15,22017,22017,21989,21995,1276
29/12/2015 14:00,22011,22030,21995,22016,2176
29/12/2015 13:45,21996,22013,21982,22009,1707
29/12/2015 13:30,21986,22014,21984,21995,1568
29/12/2015 13:15,21996,22015,21981,21985,1733
29/12/2015 13:00,21988,22015,21977,21998,1900
29/12/2015 11:45,21987,22001,21977,21985,827
29/12/2015 11:30,21996,22012,21968,21987,1550
29/12/2015 11:15,21998,22020,21980,21994,2269
29/12/2015 11:00,21980,22003,21957,21997,2346
29/12/2015 10:45,21943,21986,21934,21980,2848
29/12/2015 10:30,21925,21953,21917,21943,2446
29/12/2015 10:15,21909,21938,21880,21923,3030
29/12/2015 10:00,21951,21951,21885,21911,3167
29/12/2015 9:45,21902,21952,21898,21950,4003
29/12/2015 9:30,21878,21908,21844,21902,5273
29/12/2015 9:15,21915,21928,21849,21877,3648
29/12/2015 9:00,21903,21920,21903,21919,62
28/12/2015 16:00,21889,21905,21859,21862,2529
28/12/2015 15:45,21913,21921,21881,21889,2612
28/12/2015 15:30,21916,21936,21899,21912,2449
28/12/2015 15:15,21882,21921,21878,21916,2155
28/12/2015 15:00,21875,21891,21867,21882,1804
28/12/2015 14:45,21875,21884,21861,21873,1566
28/12/2015 14:30,21871,21900,21864,21875,2164
28/12/2015 14:15,21875,21891,21866,21872,1853
28/12/2015 14:00,21859,21890,21855,21873,2167
28/12/2015 13:45,21882,21892,21847,21859,3266
