Date,Open,High,Low,Close,Volume
22/10/2015 16:00,22846,22878,22842,22844,2155
22/10/2015 15:45,22841,22856,22825,22845,2448
22/10/2015 15:30,22821,22848,22819,22842,1444
22/10/2015 15:15,22821,22851,22818,22818,2426
22/10/2015 15:00,22813,22831,22775,22821,3575
22/10/2015 14:45,22852,22860,22806,22813,3225
22/10/2015 14:30,22849,22864,22826,22851,2859
22/10/2015 14:15,22811,22853,22798,22849,4023
22/10/2015 14:00,22806,22823,22802,22810,2931
22/10/2015 13:45,22778,22806,22756,22806,3068
22/10/2015 13:30,22767,22792,22758,22778,2830
22/10/2015 13:15,22774,22785,22751,22768,3108
22/10/2015 13:00,22780,22794,22744,22775,3398
22/10/2015 11:45,22802,22809,22785,22785,1025
22/10/2015 11:30,22815,22816,22782,22803,1840
22/10/2015 11:15,22829,22829,22793,22814,4762
22/10/2015 11:00,22857,22868,22825,22831,3893
22/10/2015 10:45,22837,22876,22836,22859,4567
22/10/2015 10:30,22820,22850,22810,22836,4671
22/10/2015 10:15,22797,22849,22795,22818,6410
22/10/2015 10:00,22795,22815,22771,22796,4364
22/10/2015 9:45,22796,22812,22753,22794,4605
22/10/2015 9:30,22757,22830,22710,22794,5706
22/10/2015 9:15,22750,22800,22734,22756,3544
22/10/2015 9:00,22750,22765,22741,22752,277
20/10/2015 16:00,22951,22968,22920,22929,2754
20/10/2015 15:45,22932,22955,22917,22953,2951
20/10/2015 15:30,22916,22947,22891,22932,2357
20/10/2015 15:15,22916,22934,22884,22915,2665
20/10/2015 15:00,22885,22945,22884,22914,4051
20/10/2015 14:45,22844,22907,22843,22885,4201
20/10/2015 14:30,22820,22854,22805,22845,3148
20/10/2015 14:15,22861,22866,22808,22818,4378
20/10/2015 14:00,22899,22914,22825,22858,5597
20/10/2015 13:45,22921,22932,22882,22898,3197
20/10/2015 13:30,22868,22924,22859,22920,3648
20/10/2015 13:15,22900,22901,22852,22870,4342
20/10/2015 13:00,22933,22946,22876,22899,3526
20/10/2015 11:45,22953,22954,22929,22932,879
20/10/2015 11:30,22938,22960,22933,22954,1589
20/10/2015 11:15,22931,22943,22915,22939,1681
20/10/2015 11:00,22913,22946,22902,22933,2596
20/10/2015 10:45,22932,22956,22914,22914,3187
20/10/2015 10:30,22903,22947,22901,22931,4449
20/10/2015 10:15,22908,22932,22866,22904,4402
20/10/2015 10:00,22972,22981,22890,22909,5733
20/10/2015 9:45,22996,23008,22952,22971,4957
20/10/2015 9:30,22936,23030,22930,22995,6129
20/10/2015 9:15,22981,22987,22931,22937,3238
20/10/2015 9:00,22980,22985,22980,22980,183
19/10/2015 16:00,23038,23047,23024,23041,1969
19/10/2015 15:45,23045,23064,23022,23035,2867
19/10/2015 15:30,23029,23088,23026,23044,4339
19/10/2015 15:15,22988,23035,22987,23028,2725
19/10/2015 15:00,22975,23017,22974,22992,3329
19/10/2015 14:45,22954,22988,22940,22974,3251
19/10/2015 14:30,22920,22968,22895,22954,3324
19/10/2015 14:15,22907,22944,22875,22921,3293
19/10/2015 14:00,22916,22933,22882,22908,3334
19/10/2015 13:45,22930,22950,22908,22914,2363
19/10/2015 13:30,22923,22950,22902,22930,3163
19/10/2015 13:15,22962,22975,22885,22923,4857
19/10/2015 13:00,23005,23006,22938,22960,3162
19/10/2015 11:45,22983,23018,22978,23006,1181
19/10/2015 11:30,23008,23030,22973,22981,1937
19/10/2015 11:15,23027,23030,23004,23009,2256
19/10/2015 11:00,23015,23066,23003,23026,3759
19/10/2015 10:45,22972,23018,22967,23017,3754
19/10/2015 10:30,22979,22979,22921,22975,4294
19/10/2015 10:15,23033,23054,22963,22980,4378
19/10/2015 10:00,22952,23069,22949,23031,6226
19/10/2015 9:45,22959,22968,22905,22949,4610
19/10/2015 9:30,22972,22997,22934,22956,4828
19/10/2015 9:15,23042,23043,22952,22974,3806
19/10/2015 9:00,23024,23052,23023,23034,256
16/10/2015 16:00,23034,23132,23028,23100,3421
16/10/2015 15:45,23039,23056,23028,23037,3674
16/10/2015 15:30,23060,23074,23022,23039,2581
16/10/2015 15:15,23030,23075,23013,23061,3299
16/10/2015 15:00,22994,23050,22984,23030,4370
16/10/2015 14:45,22977,22998,22963,22995,2302
16/10/2015 14:30,22975,22993,22957,22979,2154
16/10/2015 14:15,22982,22995,22962,22974,2028
16/10/2015 14:00,22985,23009,22974,22983,2397
16/10/2015 13:45,22956,22999,22946,22985,2688
16/10/2015 13:30,22979,22994,22948,22956,2832
16/10/2015 13:15,22997,23009,22970,22979,2280
16/10/2015 13:00,22988,23028,22983,22997,2876
16/10/2015 11:45,22978,23000,22958,22991,1243
16/10/2015 11:30,22970,22986,22955,22978,1718
16/10/2015 11:15,22964,22976,22931,22970,4049
16/10/2015 11:00,23011,23012,22942,22963,4823
16/10/2015 10:45,23029,23049,22978,23008,3329
16/10/2015 10:30,23038,23050,22998,23028,3842
16/10/2015 10:15,23069,23086,23031,23039,3484
16/10/2015 10:00,23038,23094,23038,23072,4436
16/10/2015 9:45,23088,23104,23013,23040,5347
16/10/2015 9:30,23086,23124,23051,23088,5181
16/10/2015 9:15,23078,23122,23027,23086,6809
16/10/2015 9:00,23085,23085,23068,23070,367
15/10/2015 16:00,22869,22914,22844,22912,4116
15/10/2015 15:45,22905,22919,22858,22869,4540
15/10/2015 15:30,22852,22918,22836,22905,4907
15/10/2015 15:15,22854,22854,22777,22852,4818
15/10/2015 15:00,22885,22887,22827,22854,4729
15/10/2015 14:45,22872,22911,22869,22884,2022
15/10/2015 14:30,22885,22920,22867,22870,3356
15/10/2015 14:15,22842,22898,22832,22883,3729
15/10/2015 14:00,22863,22888,22831,22844,3458
15/10/2015 13:45,22829,22895,22829,22864,3681
15/10/2015 13:30,22863,22866,22820,22828,3863
15/10/2015 13:15,22858,22913,22854,22863,3637
15/10/2015 13:00,22922,22928,22837,22857,4134
15/10/2015 11:45,22902,22928,22890,22917,3149
15/10/2015 11:30,22852,22904,22833,22901,4803
15/10/2015 11:15,22754,22854,22737,22849,5897
15/10/2015 11:00,22715,22784,22710,22755,5322
15/10/2015 10:45,22714,22746,22680,22715,4746
15/10/2015 10:30,22637,22750,22634,22714,5731
15/10/2015 10:15,22632,22704,22632,22638,6277
15/10/2015 10:00,22585,22649,22566,22631,4479
15/10/2015 9:45,22609,22633,22571,22583,4566
15/10/2015 9:30,22610,22645,22542,22610,6062
15/10/2015 9:15,22659,22687,22580,22607,4925
15/10/2015 9:00,22677,22677,22650,22670,441
14/10/2015 16:00,22403,22495,22397,22465,3583
14/10/2015 15:45,22381,22407,22369,22402,3138
14/10/2015 15:30,22361,22393,22326,22383,3283
14/10/2015 15:15,22390,22391,22351,22361,2627
14/10/2015 15:00,22414,22433,22360,22391,3438
14/10/2015 14:45,22438,22446,22405,22415,1978
14/10/2015 14:30,22437,22440,22395,22437,2943
14/10/2015 14:15,22455,22481,22426,22437,2684
14/10/2015 14:00,22430,22471,22408,22454,3022
14/10/2015 13:45,22386,22446,22385,22431,2835
14/10/2015 13:30,22396,22428,22375,22386,2697
14/10/2015 13:15,22375,22416,22372,22398,2857
14/10/2015 13:00,22457,22458,22365,22374,3310
14/10/2015 11:45,22465,22465,22430,22452,1085
14/10/2015 11:30,22451,22472,22433,22464,1565
14/10/2015 11:15,22468,22487,22428,22453,4605
14/10/2015 11:00,22488,22554,22468,22470,5151
14/10/2015 10:45,22439,22522,22437,22487,5248
14/10/2015 10:30,22390,22481,22390,22439,5083
14/10/2015 10:15,22403,22404,22352,22389,3502
14/10/2015 10:00,22357,22405,22340,22402,3818
14/10/2015 9:45,22415,22441,22334,22359,5073
14/10/2015 9:30,22414,22484,22385,22416,6386
14/10/2015 9:15,22389,22419,22314,22419,3778
14/10/2015 9:00,22379,22382,22368,22382,257
13/10/2015 16:00,22538,22557,22507,22511,2043
13/10/2015 15:45,22526,22549,22505,22540,2919
13/10/2015 15:30,22501,22533,22481,22526,2867
13/10/2015 15:15,22558,22559,22488,22502,4633
13/10/2015 15:00,22603,22606,22545,22557,3438
13/10/2015 14:45,22588,22618,22578,22602,2318
13/10/2015 14:30,22608,22615,22560,22590,2897
13/10/2015 14:15,22586,22624,22562,22606,3136
13/10/2015 14:00,22582,22590,22540,22586,3069
13/10/2015 13:45,22616,22632,22564,22581,3196
13/10/2015 13:30,22560,22629,22550,22618,3295
13/10/2015 13:15,22618,22629,22556,22562,2813
13/10/2015 13:00,22595,22634,22572,22619,2602
13/10/2015 11:45,22592,22614,22570,22587,1604
13/10/2015 11:30,22602,22605,22539,22591,2570
13/10/2015 11:15,22569,22632,22568,22600,4720
13/10/2015 11:00,22523,22580,22521,22568,3769
13/10/2015 10:45,22525,22537,22450,22523,5678
13/10/2015 10:30,22613,22617,22512,22525,4980
13/10/2015 10:15,22641,22654,22602,22614,4149
13/10/2015 10:00,22609,22768,22605,22638,7418
13/10/2015 9:45,22555,22613,22530,22607,3765
13/10/2015 9:30,22467,22567,22467,22553,5218
13/10/2015 9:15,22600,22642,22442,22470,4445
13/10/2015 9:00,22600,22608,22594,22595,169
12/10/2015 16:00,22680,22697,22645,22658,3056
12/10/2015 15:45,22636,22694,22631,22680,3850
12/10/2015 15:30,22610,22653,22593,22634,2838
12/10/2015 15:15,22545,22611,22533,22610,2484
12/10/2015 15:00,22572,22598,22543,22547,2759
12/10/2015 14:45,22597,22626,22565,22575,2652
12/10/2015 14:30,22607,22608,22555,22599,3855
12/10/2015 14:15,22639,22659,22603,22609,2284
12/10/2015 14:00,22614,22666,22601,22641,2572
12/10/2015 13:45,22625,22648,22595,22613,3024
12/10/2015 13:30,22662,22668,22608,22623,3629
12/10/2015 13:15,22705,22715,22655,22664,2647
12/10/2015 13:00,22722,22745,22670,22706,2731
12/10/2015 11:45,22725,22745,22703,22715,1317
12/10/2015 11:30,22729,22759,22712,22723,1674
12/10/2015 11:15,22691,22748,22676,22726,2659
12/10/2015 11:00,22651,22740,22647,22689,3721
12/10/2015 10:45,22671,22689,22617,22651,3308
12/10/2015 10:30,22637,22702,22637,22668,3071
12/10/2015 10:15,22689,22698,22627,22636,3269
12/10/2015 10:00,22643,22715,22616,22689,4595
12/10/2015 9:45,22615,22650,22593,22642,3865
12/10/2015 9:30,22512,22643,22482,22615,4838
12/10/2015 9:15,22494,22522,22448,22515,2774
12/10/2015 9:00,22483,22489,22462,22484,253
9/10/2015 16:00,22381,22422,22326,22403,3416
9/10/2015 15:45,22418,22418,22347,22382,5594
9/10/2015 15:30,22442,22481,22405,22418,4116
9/10/2015 15:15,22426,22461,22388,22440,4457
9/10/2015 15:00,22505,22506,22406,22424,4720
9/10/2015 14:45,22516,22519,22463,22504,3070
9/10/2015 14:30,22554,22584,22490,22516,3664
9/10/2015 14:15,22561,22587,22514,22554,4433
9/10/2015 14:00,22591,22625,22555,22564,3479
9/10/2015 13:45,22599,22625,22547,22593,4332
9/10/2015 13:30,22654,22660,22591,22600,3832
9/10/2015 13:15,22655,22713,22642,22654,3427
9/10/2015 13:00,22707,22712,22630,22655,3348
9/10/2015 11:45,22758,22758,22678,22688,2816
9/10/2015 11:30,22726,22788,22720,22759,2195
9/10/2015 11:15,22718,22764,22715,22726,2890
9/10/2015 11:00,22671,22731,22671,22717,3069
9/10/2015 10:45,22669,22685,22651,22670,1999
9/10/2015 10:30,22670,22696,22640,22671,2846
9/10/2015 10:15,22687,22708,22654,22672,2745
9/10/2015 10:00,22678,22756,22673,22687,4941
9/10/2015 9:45,22710,22744,22634,22678,5139
9/10/2015 9:30,22650,22711,22593,22710,7334
9/10/2015 9:15,22588,22654,22530,22648,4829
9/10/2015 9:00,22600,22600,22580,22580,326
8/10/2015 16:00,22312,22435,22304,22419,3451
8/10/2015 15:45,22280,22349,22280,22312,4774
8/10/2015 15:30,22220,22285,22212,22278,2251
8/10/2015 15:15,22258,22268,22203,22223,2981
8/10/2015 15:00,22231,22287,22219,22257,3150
8/10/2015 14:45,22223,22239,22182,22228,2520
8/10/2015 14:30,22198,22245,22194,22226,2363
8/10/2015 14:15,22177,22218,22151,22198,3271
8/10/2015 14:00,22245,22290,22163,22179,4656
8/10/2015 13:45,22261,22279,22230,22245,2283
8/10/2015 13:30,22245,22287,22239,22264,2058
8/10/2015 13:15,22266,22281,22220,22243,2918
8/10/2015 13:00,22288,22313,22258,22266,1870
8/10/2015 11:45,22289,22322,22280,22313,1544
8/10/2015 11:30,22368,22368,22276,22292,2207
8/10/2015 11:15,22398,22418,22346,22370,2827
8/10/2015 11:00,22347,22403,22343,22401,2772
8/10/2015 10:45,22304,22368,22300,22348,2897
8/10/2015 10:30,22304,22339,22282,22304,2610
8/10/2015 10:15,22354,22365,22258,22306,3677
8/10/2015 10:00,22261,22358,22254,22356,3684
8/10/2015 9:45,22349,22408,22245,22262,5819
8/10/2015 9:30,22454,22475,22336,22349,5738
8/10/2015 9:15,22555,22600,22412,22452,6651
8/10/2015 9:00,22525,22560,22525,22560,408
7/10/2015 16:00,22480,22488,22430,22473,4345
7/10/2015 15:45,22455,22492,22413,22480,5875
7/10/2015 15:30,22331,22477,22319,22455,5888
7/10/2015 15:15,22320,22334,22265,22333,3201
7/10/2015 15:00,22274,22340,22229,22320,4118
7/10/2015 14:45,22285,22306,22248,22275,2966
7/10/2015 14:30,22249,22360,22204,22284,7268
7/10/2015 14:15,22138,22255,22134,22250,2870
7/10/2015 14:00,22149,22159,22085,22138,2889
7/10/2015 13:45,22145,22159,22127,22151,1775
7/10/2015 13:30,22090,22178,22088,22148,3645
7/10/2015 13:15,22074,22107,22066,22090,1750
7/10/2015 13:00,22071,22116,22043,22077,3527
7/10/2015 11:45,22021,22037,22007,22025,1294
7/10/2015 11:30,21964,22060,21951,22022,3605
7/10/2015 11:15,21965,21994,21962,21962,2108
7/10/2015 11:00,21975,21979,21894,21966,3646
7/10/2015 10:45,21989,22028,21950,21975,3422
7/10/2015 10:30,21930,21995,21923,21990,3325
7/10/2015 10:15,21903,21949,21881,21930,2649
7/10/2015 10:00,21902,21937,21862,21904,3882
7/10/2015 9:45,21820,21904,21815,21901,3885
7/10/2015 9:30,21791,21844,21755,21818,3952
7/10/2015 9:15,21840,21842,21773,21788,3166
7/10/2015 9:00,21850,21851,21830,21845,204
6/10/2015 16:00,21747,21770,21692,21764,3010
6/10/2015 15:45,21785,21785,21740,21748,2803
6/10/2015 15:30,21783,21791,21756,21786,2374
6/10/2015 15:15,21756,21835,21737,21783,4349
6/10/2015 15:00,21754,21759,21716,21755,2284
6/10/2015 14:45,21767,21772,21723,21754,1928
6/10/2015 14:30,21729,21785,21727,21767,2965
6/10/2015 14:15,21720,21734,21707,21728,1520
6/10/2015 14:00,21750,21772,21682,21720,4349
6/10/2015 13:45,21858,21859,21693,21750,5350
6/10/2015 13:30,21854,21882,21849,21860,1727
6/10/2015 13:15,21821,21863,21821,21852,1255
6/10/2015 13:00,21849,21854,21807,21818,1918
6/10/2015 11:45,21855,21861,21833,21845,1200
6/10/2015 11:30,21845,21892,21839,21855,2437
6/10/2015 11:15,21843,21863,21790,21847,3010
6/10/2015 11:00,21900,21906,21839,21844,2640
6/10/2015 10:45,21953,21954,21858,21900,3543
6/10/2015 10:30,21978,21988,21937,21951,1907
6/10/2015 10:15,21966,21983,21949,21977,1468
6/10/2015 10:00,21980,21995,21934,21966,2586
6/10/2015 9:45,21976,22012,21966,21978,3053
6/10/2015 9:30,22053,22067,21957,21975,5238
6/10/2015 9:15,22146,22149,22019,22052,4416
6/10/2015 9:00,22137,22148,22128,22148,367
5/10/2015 16:00,21857,21875,21832,21846,3341
5/10/2015 15:45,21788,21859,21788,21857,4013
5/10/2015 15:30,21780,21810,21776,21789,2351
5/10/2015 15:15,21780,21792,21752,21780,1843
5/10/2015 15:00,21764,21793,21735,21780,3334
5/10/2015 14:45,21799,21809,21741,21762,2326
5/10/2015 14:30,21760,21844,21758,21797,2682
5/10/2015 14:15,21765,21786,21746,21763,1504
5/10/2015 14:00,21755,21779,21747,21767,1736
5/10/2015 13:45,21741,21767,21700,21755,2930
5/10/2015 13:30,21805,21807,21724,21742,3689
5/10/2015 13:15,21834,21852,21806,21806,1872
5/10/2015 13:00,21890,21894,21823,21836,2094
5/10/2015 11:45,21849,21895,21835,21888,1851
5/10/2015 11:30,21846,21872,21836,21849,1838
5/10/2015 11:15,21841,21855,21833,21846,1274
5/10/2015 11:00,21901,21910,21822,21840,2847
5/10/2015 10:45,21883,21911,21872,21899,1603
5/10/2015 10:30,21872,21892,21854,21880,2030
5/10/2015 10:15,21927,21937,21870,21874,2336
5/10/2015 10:00,21852,21943,21849,21926,3709
5/10/2015 9:45,21894,21895,21812,21852,4483
5/10/2015 9:30,21896,21979,21884,21894,6371
5/10/2015 9:15,21838,21918,21770,21897,5644
5/10/2015 9:00,21761,21838,21757,21838,701
2/10/2015 16:00,21488,21528,21472,21507,4262
2/10/2015 15:45,21473,21506,21435,21486,4725
2/10/2015 15:30,21448,21486,21431,21473,2465
2/10/2015 15:15,21401,21474,21398,21452,2950
2/10/2015 15:00,21390,21409,21361,21402,2343
2/10/2015 14:45,21403,21443,21386,21389,2448
2/10/2015 14:30,21388,21420,21381,21403,2102
2/10/2015 14:15,21362,21394,21348,21388,1451
2/10/2015 14:00,21379,21398,21337,21361,1751
2/10/2015 13:45,21403,21408,21353,21379,1586
2/10/2015 13:30,21376,21406,21368,21401,1191
2/10/2015 13:15,21353,21421,21353,21379,2133
2/10/2015 13:00,21366,21384,21328,21356,1686
2/10/2015 11:45,21354,21398,21353,21374,1553
2/10/2015 11:30,21350,21383,21343,21355,1190
2/10/2015 11:15,21295,21387,21270,21351,3338
2/10/2015 11:00,21303,21315,21266,21295,2537
2/10/2015 10:45,21305,21331,21295,21305,2228
2/10/2015 10:30,21277,21335,21265,21304,2893
2/10/2015 10:15,21248,21313,21235,21273,3720
2/10/2015 10:00,21224,21262,21209,21250,2447
2/10/2015 9:45,21189,21278,21188,21223,5187
2/10/2015 9:30,21150,21194,21105,21188,4502
2/10/2015 9:15,21187,21214,21111,21152,4352
2/10/2015 9:00,21177,21193,21177,21186,363
30/9/2015 16:00,20779,20820,20775,20792,3292
30/9/2015 15:45,20852,20856,20759,20780,4916
30/9/2015 15:30,20890,20904,20831,20849,2756
30/9/2015 15:15,20847,20916,20841,20889,3262
30/9/2015 15:00,20820,20869,20804,20849,2450
30/9/2015 14:45,20860,20867,20782,20819,3133
30/9/2015 14:30,20840,20875,20833,20861,1532
30/9/2015 14:15,20871,20898,20830,20840,2688
30/9/2015 14:00,20825,20885,20819,20870,2534
30/9/2015 13:45,20839,20862,20813,20826,2418
30/9/2015 13:30,20851,20878,20804,20837,3175
30/9/2015 13:15,20850,20918,20847,20852,3421
30/9/2015 13:00,20823,20894,20823,20848,3483
30/9/2015 11:45,20810,20816,20779,20815,1376
30/9/2015 11:30,20797,20818,20771,20811,1816
30/9/2015 11:15,20715,20812,20713,20796,4080
30/9/2015 11:00,20695,20721,20681,20711,1900
30/9/2015 10:45,20694,20719,20677,20697,2625
30/9/2015 10:30,20693,20707,20660,20692,2440
30/9/2015 10:15,20672,20707,20659,20692,2716
30/9/2015 10:00,20752,20764,20651,20673,4299
30/9/2015 9:45,20726,20784,20726,20754,3461
30/9/2015 9:30,20831,20835,20714,20727,4959
30/9/2015 9:15,20748,20838,20678,20831,4334
30/9/2015 9:00,20752,20752,20726,20748,487
29/9/2015 16:00,20464,20516,20441,20451,3626
29/9/2015 15:45,20448,20472,20410,20462,4829
29/9/2015 15:30,20486,20506,20422,20446,3822
29/9/2015 15:15,20436,20516,20435,20486,4617
29/9/2015 15:00,20425,20439,20414,20435,2339
29/9/2015 14:45,20413,20433,20400,20427,1837
29/9/2015 14:30,20402,20419,20369,20411,2569
29/9/2015 14:15,20414,20435,20398,20401,1997
29/9/2015 14:00,20414,20423,20362,20416,2645
29/9/2015 13:45,20414,20429,20401,20414,1508
29/9/2015 13:30,20417,20454,20393,20414,2268
29/9/2015 13:15,20399,20419,20377,20417,2766
29/9/2015 13:00,20340,20398,20324,20398,2325
29/9/2015 11:45,20374,20384,20323,20339,1403
29/9/2015 11:30,20379,20383,20346,20374,1655
29/9/2015 11:15,20388,20393,20351,20382,1552
29/9/2015 11:00,20320,20407,20309,20389,2261
29/9/2015 10:45,20354,20362,20315,20323,2344
29/9/2015 10:30,20415,20415,20344,20355,2783
29/9/2015 10:15,20398,20446,20381,20416,3017
29/9/2015 10:00,20372,20443,20358,20399,3570
29/9/2015 9:45,20388,20389,20249,20371,5828
29/9/2015 9:30,20406,20474,20314,20390,6303
29/9/2015 9:15,20599,20606,20310,20407,7001
29/9/2015 9:00,20600,20601,20588,20598,329
25/9/2015 16:00,21169,21208,21167,21199,926
25/9/2015 15:45,21243,21247,21168,21176,1040
25/9/2015 15:30,21219,21297,21209,21243,873
25/9/2015 15:15,21117,21244,21102,21208,1285
25/9/2015 15:00,21110,21125,21067,21114,420
25/9/2015 14:45,21120,21120,21054,21108,552
25/9/2015 14:30,21105,21137,21088,21123,448
25/9/2015 14:15,21110,21160,21088,21103,553
25/9/2015 14:00,21102,21142,21082,21109,585
25/9/2015 13:45,21073,21136,21052,21096,929
25/9/2015 13:30,21051,21086,21014,21076,528
25/9/2015 13:15,21048,21071,21018,21046,732
25/9/2015 13:00,20995,21100,20995,21051,1088
25/9/2015 11:45,20943,20970,20939,20970,235
