DATE,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,VOLUME
2015-10-21 06:00:00,144.27,144.48,144.2,144.48,8.0
2015-10-21 06:30:00,144.27,144.27,144.25,144.25,4.0
2015-10-21 07:30:00,144.25,144.25,144.25,144.25,1.0
2015-10-21 08:00:00,144.16,144.16,144.16,144.16,1.0
2015-10-21 09:00:00,144.47,144.47,144.42,144.44,5.0
2015-10-21 09:45:00,144.16,144.16,144.16,144.16,2.0
2015-10-21 10:45:00,144.52,144.52,144.31,144.31,3.0
2015-10-21 11:15:00,144.45,144.45,144.45,144.45,1.0
2015-10-21 11:45:00,144.42,144.42,144.33,144.33,35.0
2015-10-21 12:00:00,144.4,144.42,144.4,144.42,15.0
2015-10-21 12:15:00,144.42,144.42,144.4,144.4,15.0
2015-10-21 12:30:00,144.42,144.42,144.39,144.42,12.0
2015-10-21 13:00:00,144.46,144.46,144.4,144.4,2.0
2015-10-21 13:30:00,144.43,144.43,144.43,144.43,3.0
2015-10-21 13:45:00,144.35,144.39,144.35,144.35,7.0
2015-10-21 14:00:00,144.43,144.43,144.35,144.35,4.0
2015-10-21 14:15:00,144.35,144.35,144.2,144.2,7.0
2015-10-21 14:30:00,144.1,144.1,143.94,143.94,7.0
2015-10-21 14:45:00,144.27,144.27,144.1,144.1,33.0
2015-10-21 15:00:00,144.27,144.29,143.87,143.89,21.0
2015-10-21 15:15:00,143.77,143.77,143.16,143.3,135.0
2015-10-21 15:30:00,143.18,143.42,142.95,143.02,107.0
2015-10-21 15:45:00,142.99,143.74,142.99,143.63,54.0
2015-10-21 16:00:00,143.5,143.54,143.48,143.52,10.0
2015-10-21 16:15:00,143.56,144.36,143.51,144.3,63.0
2015-10-21 16:30:00,144.29,144.49,144.09,144.09,11.0
2015-10-21 16:45:00,144.14,144.39,144.14,144.33,21.0
2015-10-21 17:00:00,144.28,144.66,144.28,144.61,60.0
2015-10-21 17:15:00,144.56,145.06,144.56,145.06,20.0
2015-10-21 17:30:00,145.02,145.19,145.02,145.12,5.0
2015-10-21 17:45:00,144.82,144.88,144.74,144.83,17.0
2015-10-21 18:00:00,144.78,145.04,144.73,145.0,38.0
2015-10-21 18:15:00,145.03,145.07,144.83,145.01,45.0
2015-10-21 18:30:00,145.06,145.1,145.0,145.01,40.0
2015-10-21 18:45:00,144.97,145.17,144.94,145.12,60.0
2015-10-21 19:00:00,145.12,145.15,145.02,145.15,35.0
2015-10-21 19:15:00,145.1,145.16,145.02,145.13,149.0
2015-10-21 19:30:00,145.13,145.33,145.13,145.19,152.0
2015-10-21 19:45:00,145.21,145.33,145.14,145.23,99.0
2015-10-21 20:00:00,145.26,145.37,144.78,144.78,71.0
2015-10-21 20:15:00,144.86,144.94,144.67,144.67,113.0
2015-10-21 20:30:00,144.65,144.73,144.47,144.55,217.0
2015-10-21 20:45:00,144.52,144.9,144.52,144.69,162.0
2015-10-21 21:00:00,144.72,145.03,144.47,145.0,422.0
2015-10-21 21:15:00,144.98,145.0,144.59,144.69,230.0
2015-10-21 21:30:00,144.74,144.9,144.64,144.83,200.0
2015-10-21 21:45:00,144.86,144.86,144.0,144.15,217.0
2015-10-21 22:00:00,144.09,144.35,143.88,143.91,282.0
2015-10-21 22:15:00,143.89,144.11,143.39,143.63,558.0
2015-10-21 22:30:00,143.73,144.89,143.61,144.64,284.0
2015-10-21 22:45:00,144.66,144.95,144.15,144.95,257.0
2015-10-21 23:00:00,144.98,145.1,144.33,144.87,335.0
2015-10-21 23:15:00,144.91,146.18,144.91,145.68,573.0
2015-10-21 23:30:00,145.68,145.73,145.3,145.64,249.0
2015-10-21 23:45:00,145.59,145.6,144.71,144.74,145.0
2015-10-22 00:00:00,144.7,144.92,144.47,144.89,94.0
2015-10-22 00:15:00,144.93,145.35,144.74,145.07,193.0
2015-10-22 00:30:00,145.06,145.33,144.83,144.98,63.0
2015-10-22 00:45:00,144.95,145.37,144.88,144.88,57.0
2015-10-22 01:00:00,144.86,144.92,144.39,144.43,123.0
2015-10-22 01:15:00,144.4,144.68,144.32,144.36,73.0
2015-10-22 01:30:00,144.36,144.75,144.34,144.56,67.0
2015-10-22 01:45:00,144.49,144.75,144.39,144.7,166.0
2015-10-22 02:00:00,144.65,144.7,144.35,144.65,136.0
2015-10-22 02:15:00,144.55,145.08,144.23,145.01,1959.0
2015-10-22 02:30:00,145.05,145.08,144.74,144.92,165.0
2015-10-22 02:45:00,144.94,145.06,144.9,145.02,33.0
2015-10-22 03:00:00,145.06,145.14,144.92,145.0,1227.0
2015-10-22 03:15:00,144.98,144.99,144.77,144.94,262.0
