,Date,0,0,0,Close
138,2015-12-11 11:15:00,24.7693314546,-59.445612581,-42.8496024672,21574
139,2015-12-11 11:45:00,25.3793658439,-55.1789717058,-46.0675475442,21557
140,2015-12-11 13:00:00,26.2472256369,-62.555036661,-49.4823413324,21512
141,2015-12-11 13:15:00,27.1449683633,-61.0997189294,-52.1009910046,21520
142,2015-12-11 13:30:00,27.9816737993,-55.3556911739,-53.9094825323,21527
143,2015-12-11 13:45:00,28.0864686817,-37.7472920435,-54.5422164577,21570
144,2015-12-11 14:00:00,27.8405606957,-29.3655178979,-54.4847909456,21560
145,2015-12-11 14:15:00,27.9793671796,-36.4218105766,-54.3566530045,21513
146,2015-12-11 14:30:00,28.2459240694,-44.080273704,-54.4452979352,21492
147,2015-12-11 14:45:00,28.4991531147,-45.0719531608,-54.9045716271,21495
148,2015-12-11 15:00:00,28.9715448649,-52.9639872175,-55.645461734,21460
149,2015-12-11 15:15:00,29.6318932752,-58.0341057364,-56.0159059534,21447
150,2015-12-11 15:30:00,30.2964699225,-61.094212672,-56.6545938709,21435
151,2015-12-11 15:45:00,30.7544603746,-54.4210581796,-56.522175334,21454
152,2015-12-11 16:00:00,31.493046379,-61.6715991621,-56.5415468355,21405
153,2015-12-14 09:00:00,33.4776200997,-173.76955322,-62.015889532,21000
154,2015-12-14 09:15:00,34.1722313696,-210.732501439,-68.691624971,21048
155,2015-12-14 09:30:00,34.9168718625,-214.651424182,-75.829304828,21066
156,2015-12-14 09:45:00,35.4434618608,-196.626287413,-82.0551215115,21100
157,2015-12-14 10:00:00,35.4701991581,-163.306776239,-86.6796691948,21151
158,2015-12-14 10:15:00,35.4955995906,-144.523694061,-90.9335732687,21126
159,2015-12-14 10:30:00,35.7384808966,-141.736391214,-95.2614442441,21074
160,2015-12-14 10:45:00,35.8233563433,-119.436237659,-98.105504294,21124
161,2015-12-14 11:00:00,35.6934723967,-98.4568451591,-99.9733606055,21136
162,2015-12-14 11:15:00,35.4088461293,-84.719821839,-101.441567139,21128
163,2015-12-14 11:30:00,35.0728737096,-64.471893504,-102.777797212,21160
164,2015-12-14 11:45:00,33.7696955536,-18.4431364529,-102.23167814,21277
165,2015-12-14 13:00:00,32.5316763055,-16.1808821784,-101.21963172,21194
166,2015-12-14 13:15:00,31.4170680623,-17.2091545754,-99.8760757632,21183
167,2015-12-14 13:30:00,29.8884889547,1.53646014497,-97.5456550979,21250
168,2015-12-14 13:45:00,28.6474628554,20.1010848659,-93.8924014937,21282
169,2015-12-14 14:00:00,27.4684880609,33.7924586011,-89.3010732768,21300
170,2015-12-14 14:15:00,26.4628318038,35.990806882,-84.4468222991,21288
171,2015-12-14 14:30:00,25.4367475139,43.3203993854,-79.5597494209,21317
172,2015-12-14 14:45:00,24.4110453512,37.0274154804,-74.6247986888,21288
173,2015-12-14 15:00:00,23.289213501,27.4722281563,-64.56270962,21272
174,2015-12-14 15:15:00,22.4250392903,29.0571434033,-52.5732273778,21301
175,2015-12-14 15:30:00,22.0313751241,39.1613667378,-39.8825878318,21340
176,2015-12-14 15:45:00,21.4295666316,32.0580156515,-28.4483726786,21302
177,2015-12-14 16:00:00,20.741263576,33.3258555487,-18.6167410892,21326
178,2015-12-15 09:15:00,19.7286104627,8.40017871722,-10.9705474503,21239
179,2015-12-15 09:30:00,19.041402599,11.6691894449,-3.30026841739,21300
180,2015-12-15 09:45:00,18.8672212853,32.8769606046,4.31539149577,21373
181,2015-12-15 10:00:00,18.7075430323,29.7171924333,10.7240933754,21327
182,2015-12-15 10:15:00,18.5558486918,37.8474545216,16.8524571934,21368
183,2015-12-15 10:30:00,18.5482183788,44.623469392,22.3072253382,21384
184,2015-12-15 10:45:00,18.6154108945,42.9247037293,25.3756173473,21373
185,2015-12-15 11:00:00,18.603457403,42.9116165699,28.3302422847,21384
186,2015-12-15 11:15:00,18.8347440687,44.6091649827,31.4211582626,21398
187,2015-12-15 11:30:00,19.0443356297,43.5449196503,33.5215812379,21399
188,2015-12-15 11:45:00,19.0877920935,33.6589448683,34.199474238,21373
189,2015-12-15 13:00:00,18.7314475993,17.1608608643,33.3678943512,21338
190,2015-12-15 13:15:00,18.3444932093,5.16632371903,31.826670193,21329
191,2015-12-15 13:30:00,17.4883697083,-6.61412446821,29.3299440004,21310
192,2015-12-15 13:45:00,16.6750523824,-12.4681535431,26.8551655492,21310
193,2015-12-15 14:00:00,16.0450003834,-28.6681111303,24.0481485849,21260
194,2015-12-15 14:15:00,15.4765453958,-16.489683307,21.7708072493,21330
195,2015-12-15 14:30:00,14.9449343294,-12.5715245344,19.1841626857,21318
196,2015-12-15 14:45:00,14.5857218402,-1.36091495213,17.5132161555,21349
197,2015-12-15 15:00:00,14.4928944196,9.81770082619,16.3378084194,21368
198,2015-12-15 15:15:00,14.279708038,6.9455890685,16.265078937,21338
199,2015-12-15 15:30:00,13.6792731081,-5.08454905771,15.4273920119,21301
200,2015-12-15 15:45:00,13.3091187138,-21.3211441211,12.7174867756,21264
201,2015-12-15 16:00:00,12.7515192966,-6.50429932331,10.9064121877,21345
202,2015-12-16 09:00:00,13.241320185,50.2747591617,11.5277774197,21522
203,2015-12-16 09:15:00,14.1074167647,99.0200269082,14.2476052956,21600
204,2015-12-16 09:30:00,15.0964141659,121.31029113,18.1668846656,21606
205,2015-12-16 09:45:00,16.3874499496,153.89716529,23.7161621016,21704
206,2015-12-16 10:00:00,17.613933944,165.785415959,29.7749746504,21713
207,2015-12-16 10:15:00,18.8471011026,162.912476762,35.743352506,21710
208,2015-12-16 10:30:00,20.0186099033,155.183559846,41.8195832549,21717
209,2015-12-16 10:45:00,21.2988066774,156.841700473,48.8036252353,21766
210,2015-12-16 11:00:00,22.5310796269,148.770139278,55.9838160133,21762
211,2015-12-16 11:15:00,23.7101290358,135.719062687,63.100475371,21757
212,2015-12-16 11:30:00,24.543536316,114.656294342,69.4566977653,21730
213,2015-12-16 11:45:00,25.439837361,103.640526244,76.072129634,21751
214,2015-12-16 13:00:00,26.3152603971,95.1502216806,81.6541248834,21760
215,2015-12-16 13:15:00,26.9284144921,78.2353007006,86.1944661452,21732
216,2015-12-16 13:30:00,27.4495244273,67.6432021511,89.6446720003,21740
217,2015-12-16 13:45:00,27.9849494445,53.7501903051,91.8412964743,21722
218,2015-12-16 14:00:00,28.0314047439,33.5938495706,93.1737094994,21685
219,2015-12-16 14:15:00,27.8966036346,17.2070782065,94.2882908626,21670
220,2015-12-16 14:30:00,27.9017906407,18.74366933,96.2915315352,21710
221,2015-12-16 14:45:00,28.1459597494,28.5131962034,98.0424063115,21746
222,2015-12-16 15:00:00,27.8769559748,15.4415380017,96.3007452535,21685
223,2015-12-16 15:15:00,27.6214023889,17.4318405458,92.2213359354,21720
224,2015-12-16 15:30:00,27.4833297703,19.2551573541,87.1185792466,21726
225,2015-12-16 15:45:00,27.1909825612,15.6746408108,80.2074530226,21713
226,2015-12-16 16:00:00,27.1152372929,23.461137585,73.0912391039,21751
227,2015-12-17 09:00:00,27.3880615757,39.8509915122,66.9381648414,21800
228,2015-12-17 09:15:00,28.0496363201,56.0881152484,61.9833926115,21835
229,2015-12-17 09:30:00,28.5256295286,54.1081994474,56.8467175603,21807
230,2015-12-17 09:45:00,29.4599236941,81.7133336796,53.4938772803,21921
231,2015-12-17 10:00:00,30.5686477497,106.970362467,52.0564422694,21975
232,2015-12-17 10:15:00,31.6984295233,120.381784458,52.3427167751,21995
233,2015-12-17 10:30:00,32.779493627,126.07869178,53.4646250519,22012
234,2015-12-17 10:45:00,33.5104374882,109.840633535,54.1991456446,21965
235,2015-12-17 11:00:00,34.1020738893,92.2486212795,54.8998116735,21952
236,2015-12-17 11:15:00,34.559010804,79.2253837815,55.4789207551,21955
237,2015-12-17 11:30:00,34.3256170042,54.1269149059,55.4977569851,21903
238,2015-12-17 11:45:00,34.1038928944,38.243873001,55.7302581566,21903
239,2015-12-17 13:00:00,33.6310519062,24.9680823508,56.1183083638,21892
240,2015-12-17 13:15:00,33.0291786387,18.674888142,56.1148693044,21899
241,2015-12-17 13:30:00,32.3391500431,3.1622167752,54.847320333,21858
242,2015-12-17 13:45:00,31.4266823244,-7.8900465311,53.6807411064,21848
243,2015-12-17 14:00:00,30.3666246929,-16.0479824404,52.0067499571,21838
244,2015-12-17 14:15:00,29.1483748506,-29.9784996707,49.5450671058,21800
245,2015-12-17 14:30:00,27.8169170849,-26.7180962331,47.4254302536,21833
246,2015-12-17 14:45:00,26.7050871515,-20.0954796167,45.2475993936,21846
247,2015-12-17 15:00:00,25.3836779416,-23.0388319123,42.1031082223,21819
248,2015-12-17 15:15:00,24.2146978412,-12.7071502718,38.6633449463,21858
249,2015-12-17 15:30:00,23.5414606233,4.90234010302,36.2030519791,21900
250,2015-12-17 15:45:00,23.1504584702,11.1522055446,32.6749955724,21890
251,2015-12-17 16:00:00,22.1817849435,0.950774624271,27.3740161802,21843
252,2015-12-18 09:00:00,22.349349675,-60.0025153401,18.3548011903,21641
253,2015-12-18 09:15:00,22.6632573772,-83.7778668044,7.8619732611,21660
254,2015-12-18 09:30:00,22.4356126742,-72.821032983,-1.27111006479,21730
255,2015-12-18 09:45:00,21.7817633309,-49.4026435776,-8.35367330764,21781
256,2015-12-18 10:00:00,21.1672663074,-38.4878569608,-14.2393353448,21767
257,2015-12-18 10:15:00,20.2198287708,-22.033201139,-18.047341147,21799
258,2015-12-18 10:30:00,19.4779724227,-23.0178467756,-21.1104271358,21760
259,2015-12-18 10:45:00,18.6928700182,-12.483893396,-22.9830259232,21796
260,2015-12-18 11:00:00,17.8229014543,-0.829373201974,-23.9582389904,21816
261,2015-12-18 11:15:00,16.9480671168,9.45571856001,-23.6435639011,21831
262,2015-12-18 11:30:00,16.5444306333,29.7826058071,-21.7599312842,21887
263,2015-12-18 11:45:00,16.6348595465,38.1400913214,-19.0505275961,21884
264,2015-12-18 13:00:00,16.1588435873,22.7457666504,-16.4143142801,21819
265,2015-12-18 13:15:00,15.6681152562,14.3514578656,-14.3608365752,21822
266,2015-12-18 13:30:00,15.2019233416,10.8768728602,-12.8122189513,21828
267,2015-12-18 13:45:00,15.1300808899,20.3338720894,-10.6435837512,21871
268,2015-12-18 14:00:00,14.9924025956,18.5071030803,-9.08287108362,21850
269,2015-12-18 14:15:00,14.5788117185,7.54769419649,-8.95060337894,21817
270,2015-12-18 14:30:00,13.9612011994,3.34161982267,-9.34113266504,21824
271,2015-12-18 14:45:00,13.3496025373,-0.683650214727,-9.42285390699,21818
272,2015-12-18 15:00:00,12.750194768,-2.76273447362,-6.56086486367,21818
273,2015-12-18 15:15:00,12.2766025105,2.88388301414,-2.22777737274,21842
274,2015-12-18 15:30:00,11.7134836322,-8.04583695549,1.01098242864,21792
275,2015-12-18 15:45:00,11.3112024872,-16.6816480918,2.64703220293,21780
276,2015-12-18 16:00:00,10.7786532205,-14.8813665337,3.82735672428,21800
277,2015-12-21 09:00:00,10.9932061061,-50.8671503891,2.38565926178,21663
278,2015-12-21 09:15:00,11.633356031,-71.6163293937,-0.0442648691216,21647
279,2015-12-21 09:30:00,11.6012599902,-52.2538319014,-2.03276179439,21744
280,2015-12-21 09:45:00,11.1647534997,-22.4258291229,-3.11258459044,21806
281,2015-12-21 10:00:00,10.7364493258,-8.94483620803,-4.03261232884,21794
282,2015-12-21 10:15:00,10.2108072885,2.97992688267,-5.37274627506,21810
283,2015-12-21 10:30:00,9.86244705226,11.8414311612,-6.68767928307,21820
284,2015-12-21 10:45:00,9.4355700204,10.9516493493,-7.27738514812,21802
285,2015-12-21 11:00:00,9.02391535303,16.2619314306,-7.18186146987,21825
286,2015-12-21 11:15:00,8.65685247793,24.2867329518,-6.51136846529,21847
287,2015-12-21 11:30:00,8.3255581028,16.5604171028,-6.70004121463,21808
288,2015-12-21 11:45:00,8.22109900837,4.52608042694,-7.39909234729,21782
289,2015-12-21 13:00:00,8.00450650331,12.2817496508,-7.16238957458,21834
290,2015-12-21 13:15:00,7.75595482377,15.4643885107,-6.55625114018,21833
291,2015-12-21 13:30:00,7.39750428982,19.1120544867,-5.5664659051,21843
292,2015-12-21 13:45:00,7.11086164458,19.2464763997,-4.46600536144,21840
293,2015-12-21 14:00:00,6.95173652131,18.3547240841,-3.69246330794,21840
294,2015-12-21 14:15:00,6.87982257165,8.16881791417,-2.88173056446,21808
295,2015-12-21 14:30:00,6.81150431946,3.23777627926,-1.8857593459,21811
296,2015-12-21 14:45:00,6.86814642295,-2.81290939304,-1.28233648887,21799
297,2015-12-21 15:00:00,6.76900930793,-0.623873901339,1.22982733552,21818
298,2015-12-21 15:15:00,6.67482904866,-2.19343657313,4.70097197654,21808
299,2015-12-21 15:30:00,6.95884533755,-6.48278514716,6.98952431426,21795
300,2015-12-21 15:45:00,6.98322763128,-5.93555389117,7.81403807584,21804
301,2015-12-21 16:00:00,7.07625929679,-5.07647978722,8.00745589688,21805
302,2015-12-22 09:00:00,6.94227213574,14.8783581067,8.60237745809,21875
303,2015-12-22 09:15:00,7.10974519906,12.5107300957,8.63584240481,21831
304,2015-12-22 09:30:00,7.60012484312,-8.88281111487,7.6441193816,21760
305,2015-12-22 09:45:00,8.10408064152,-20.2202796947,5.82000882534,21758
306,2015-12-22 10:00:00,8.65313553998,-21.0364367143,3.55385034203,21773
307,2015-12-22 10:15:00,9.08108438806,-19.588097314,1.7464246212,21776
308,2015-12-22 10:30:00,9.39218430395,-21.148314263,0.462704886696,21764
309,2015-12-22 10:45:00,9.68772922403,-20.0850124482,-1.15563321825,21767
310,2015-12-22 11:00:00,10.228523848,-27.047528373,-3.28122906244,21736
311,2015-12-22 11:15:00,10.7422787408,-25.2254728148,-5.49810542751,21751
312,2015-12-22 11:30:00,11.1604887269,-21.632620006,-7.5420602478,21756
313,2015-12-22 11:45:00,11.5577882137,-21.6897412811,-9.54428351606,21745
314,2015-12-22 13:00:00,11.3802106299,-9.91024288651,-10.4482365561,21784
315,2015-12-22 13:15:00,11.0822383876,-0.205494085007,-10.6204000743,21795
316,2015-12-22 13:30:00,10.7991647575,1.32477374003,-10.4135159177,21782
317,2015-12-22 13:45:00,10.5302448088,0.961925661177,-10.3342259395,21778
318,2015-12-22 14:00:00,10.0225428747,7.59833413672,-9.84463740404,21803
319,2015-12-22 14:15:00,9.55412621835,9.87753187954,-9.0266215527,21800
320,2015-12-22 14:30:00,9.09439058465,10.3052341005,-8.21458215312,21799
321,2015-12-22 14:45:00,8.74248263478,11.3895160615,-7.39128236068,21804
322,2015-12-22 15:00:00,8.64435949239,13.864288288,-7.44198585161,21813
323,2015-12-22 15:15:00,8.70833871718,18.5953292925,-7.13775589177,21828
324,2015-12-22 15:30:00,8.71641472449,16.2993593552,-5.87864736827,21814
325,2015-12-22 15:45:00,8.72408693144,17.0290071704,-4.01618302502,21824
326,2015-12-22 16:00:00,8.82618811462,20.6856219148,-1.93008009356,21839
327,2015-12-23 09:00:00,9.72485226927,38.6210635599,0.980377950135,21901
328,2015-12-23 09:15:00,9.98121415146,39.7811172456,4.02684952557,21878
329,2015-12-23 09:30:00,11.7928219891,85.7010895683,9.31615462639,22050
330,2015-12-23 09:45:00,13.5665414978,118.449020559,16.590982073,22097
331,2015-12-23 10:00:00,15.251575031,124.769233302,24.0907173788,22079
332,2015-12-23 10:15:00,16.6958972873,124.048883326,31.3747925454,22087
333,2015-12-23 10:30:00,18.1469229543,121.318255423,38.5251923806,22101
334,2015-12-23 10:45:00,19.6441569545,112.993763002,44.6703926751,22098
335,2015-12-23 11:00:00,20.9325804822,102.973716332,49.8293531959,22098
336,2015-12-23 11:15:00,21.9221121798,94.2145060128,54.4738398096,22104
337,2015-12-23 11:30:00,22.904668165,84.3551952948,58.6435032912,22102
338,2015-12-23 11:45:00,23.7328361355,71.6612974031,61.8466514546,22090
339,2015-12-23 13:00:00,24.2234632328,57.0139361399,64.2034716676,22074
340,2015-12-23 13:15:00,24.4688532481,42.3483746696,65.805628696,22059
341,2015-12-23 13:30:00,24.5336758864,30.0565361643,66.7389797012,22050
342,2015-12-23 13:45:00,24.7040024009,28.1504941408,67.4532899938,22072
343,2015-12-23 14:00:00,24.9448506081,30.1422973714,68.0306383978,22088
344,2015-12-23 14:15:00,25.641222903,40.9558791989,69.2634643899,22129
345,2015-12-23 14:30:00,26.2303487114,34.6852156984,70.1462748163,22093
346,2015-12-23 14:45:00,26.4324266549,23.8838565757,70.3061865494,22072
347,2015-12-23 15:00:00,26.4171200342,15.6439502075,69.1573308818,22067
348,2015-12-23 15:15:00,26.5510252308,12.4608018538,67.7913151122,22074
349,2015-12-23 15:30:00,25.7043919938,-5.50839112455,63.2308410775,22017
350,2015-12-23 15:45:00,24.9000904187,-4.76679788197,57.0700501555,22053
351,2015-12-23 16:00:00,24.8353654733,15.9358784645,51.6283824136,22126
352,2015-12-24 09:00:00,25.9437546227,78.5329896232,49.3525877284,22317
353,2015-12-24 09:15:00,26.3707229595,91.5198235003,47.8626661323,22259
354,2015-12-24 09:30:00,26.2704845988,76.9869201108,46.0623239877,22198
355,2015-12-24 09:45:00,26.0958886027,65.7827998257,44.2027781624,22199
356,2015-12-24 10:00:00,25.9300224064,56.8864966848,42.336377696,22200
357,2015-12-24 10:15:00,25.6658077896,44.1466127016,40.3259485664,22181
358,2015-12-24 10:30:00,25.3385666329,36.6258429753,38.574175845,22186
359,2015-12-24 10:45:00,25.0657530954,32.7711467202,37.362036374,22193
360,2015-12-24 11:00:00,24.86138853,26.6338738503,36.576311333,22184
361,2015-12-24 11:15:00,24.3377558332,15.4801119011,35.8474901199,22160
362,2015-12-24 11:30:00,23.8403047714,13.8003812827,35.129984477,22178
363,2015-12-24 11:45:00,23.3952290649,10.0285036439,34.1242947906,22170
364,2015-12-24 16:00:00,22.9724071438,11.1218427014,32.6325929657,22183
365,2015-12-28 09:00:00,21.9286750983,3.16475357144,31.0565698594,22154
366,2015-12-28 09:15:00,20.9371296551,-16.8459559003,29.0200792356,22097
367,2015-12-28 09:30:00,20.119660969,-37.234280578,26.3761676963,22058
