Date,Time,Open,High,Low,Close,Volume,OpenInt
2016-02-19,02:35:00,0.93,0.94,0.93,0.94,7856000,0
2016-02-19,02:45:00,0.93,0.93,0.93,0.93,136000,0
2016-02-19,02:55:00,0.93,0.93,0.93,0.93,16000,0
2016-02-19,03:30:00,0.93,0.93,0.93,0.93,8000,0
2016-02-19,03:40:00,0.93,0.93,0.93,0.93,8000,0
2016-02-19,03:50:00,0.92,0.93,0.92,0.93,56000,0
2016-02-19,04:20:00,0.92,0.93,0.92,0.93,16000,0
2016-02-19,06:10:00,0.92,0.93,0.92,0.93,16000,0
2016-02-19,06:20:00,0.93,0.93,0.93,0.93,8000,0
2016-02-19,06:25:00,0.93,0.93,0.93,0.93,16000,0
2016-02-19,06:30:00,0.92,0.93,0.92,0.93,16000,0
2016-02-19,06:35:00,0.93,0.93,0.93,0.93,16000,0
2016-02-19,06:40:00,0.92,0.93,0.92,0.93,16000,0
2016-02-19,06:45:00,0.93,0.93,0.93,0.93,16000,0
2016-02-19,06:50:00,0.93,0.93,0.93,0.93,32000,0
2016-02-19,07:10:00,0.93,0.93,0.93,0.93,8000,0
2016-02-19,08:05:00,0.92,0.93,0.92,0.93,48000,0
2016-02-19,08:45:00,0.92,0.93,0.92,0.93,16000,0
2016-02-19,08:55:00,0.92,0.93,0.92,0.93,16000,0
2016-02-19,09:00:00,0.93,0.93,0.93,0.93,16000,0
2016-02-22,02:35:00,0.93,0.93,0.93,0.93,8000,0
2016-02-22,02:50:00,0.93,0.93,0.93,0.93,136000,0
2016-02-22,02:55:00,0.93,0.93,0.93,0.93,128000,0
2016-02-22,03:00:00,0.93,0.93,0.93,0.93,192000,0
2016-02-22,03:05:00,0.93,0.93,0.93,0.93,128000,0
2016-02-22,03:10:00,0.93,0.93,0.93,0.93,152000,0
2016-02-22,03:15:00,0.93,0.93,0.93,0.93,208000,0
2016-02-22,03:20:00,0.93,0.93,0.93,0.93,128000,0
2016-02-22,03:25:00,0.93,0.93,0.93,0.93,144000,0
2016-02-22,03:30:00,0.93,0.93,0.93,0.93,576000,0
2016-02-22,03:35:00,0.93,0.94,0.93,0.94,376000,0
2016-02-22,03:40:00,0.94,0.94,0.94,0.94,200000,0
2016-02-22,03:45:00,0.94,0.94,0.94,0.94,80000,0
2016-02-22,03:50:00,0.94,0.94,0.94,0.94,136000,0
2016-02-22,03:55:00,0.94,0.94,0.94,0.94,80000,0
2016-02-22,04:00:00,0.94,0.94,0.94,0.94,136000,0
2016-02-22,04:05:00,0.94,0.94,0.93,0.93,744000,0
2016-02-22,04:20:00,0.93,0.94,0.93,0.94,32000,0
2016-02-22,04:25:00,0.94,0.94,0.94,0.94,112000,0
2016-02-22,04:30:00,0.94,0.94,0.94,0.94,72000,0
2016-02-22,04:35:00,0.94,0.94,0.94,0.94,120000,0
2016-02-22,04:40:00,0.94,0.94,0.94,0.94,64000,0
2016-02-22,04:45:00,0.94,0.94,0.94,0.94,480000,0
