Date,Time,Open,High,Low,Close,Volume,OpenInt
2016-02-04,03:55:00,4.22,4.28,4.11,4.28,125000,0
2016-02-04,04:00:00,4.28,4.28,4.28,4.28,5000,0
2016-02-04,06:20:00,4.26,4.26,4.2,4.2,20000,0
2016-02-04,07:30:00,4.2,4.2,4.2,4.2,20000,0
2016-02-04,07:45:00,4.2,4.2,4.15,4.15,20000,0
2016-02-04,07:50:00,4.15,4.15,4.15,4.15,5000,0
2016-02-04,08:00:00,4.15,4.15,4.13,4.13,30000,0
2016-02-04,08:10:00,4.13,4.15,4.13,4.15,10000,0
2016-02-04,08:20:00,4.15,4.2,4.15,4.2,20000,0
2016-02-11,08:55:00,4.1,4.11,4.1,4.11,45000,0
2016-02-12,08:00:00,4.07,4.07,4.07,4.07,5000,0
2016-02-16,02:55:00,4.08,4.08,4.08,4.08,25000,0
2016-02-16,03:00:00,4.08,4.08,4.08,4.08,25000,0
2016-02-17,03:15:00,4.08,4.08,4.06,4.08,30000,0
2016-02-17,04:35:00,4.08,4.08,4.08,4.08,5000,0
2016-02-18,06:05:00,4.09,4.09,4.09,4.09,25000,0
2016-02-19,03:20:00,4.1,4.1,4.09,4.1,110000,0
2016-02-19,06:30:00,4.1,4.1,4.09,4.1,10000,0
2016-02-24,04:45:00,4.06,4.1,4.06,4.07,20000,0
2016-02-25,07:00:00,4.06,4.07,4.06,4.07,10000,0
2016-02-26,03:20:00,4.07,4.07,4.07,4.07,5000,0
2016-02-26,03:55:00,4.08,4.08,4.08,4.08,10000,0
2016-02-26,07:30:00,4.08,4.09,4.08,4.09,20000,0
2016-02-26,08:10:00,4.09,4.09,4.08,4.08,10000,0
2016-02-26,08:20:00,4.08,4.08,4.08,4.08,10000,0
2016-03-01,06:10:00,4.06,4.1,4.06,4.1,100000,0
2016-03-02,04:35:00,4.1,4.1,4.1,4.1,5000,0
2016-03-02,07:45:00,4.1,4.1,4.1,4.1,5000,0
2016-03-02,07:50:00,4.1,4.1,4.1,4.1,5000,0
2016-03-04,08:30:00,4.11,4.11,4.11,4.11,5000,0
2016-03-08,09:00:00,4.11,4.11,4.11,4.11,10000,0
2016-03-11,07:55:00,4.13,4.13,4.13,4.13,10000,0
2016-03-14,04:45:00,4.12,4.13,4.12,4.12,10000,0
2016-03-14,07:05:00,4.12,4.12,4.12,4.12,5000,0
2016-03-14,07:10:00,4.12,4.12,4.11,4.11,40000,0
2016-03-14,07:50:00,4.08,4.14,4.08,4.12,10000,0
2016-03-16,04:10:00,4.1,4.13,4.1,4.13,444,0
2016-03-16,08:50:00,4.1,4.12,4.1,4.12,20000,0
2016-03-17,09:00:00,4.14,4.14,4.14,4.14,5000,0
2016-03-18,07:15:00,4.15,4.15,4.15,4.15,5000,0
2016-03-18,07:45:00,4.15,4.15,4.13,4.13,10000,0
2016-03-18,07:50:00,4.13,4.13,4.13,4.13,15000,0
2016-03-18,08:30:00,4.12,4.17,4.12,4.17,10000,0
2016-03-21,04:05:00,4.21,4.21,4.17,4.21,30000,0
2016-03-21,04:40:00,4.21,4.33,4.21,4.33,10000,0
2016-03-21,06:05:00,4.31,4.31,4.3,4.31,40000,0
2016-03-21,06:10:00,4.31,4.31,4.3,4.3,180000,0
2016-03-21,08:15:00,4.3,4.31,4.3,4.31,20000,0
2016-03-21,08:35:00,4.31,4.31,4.23,4.23,200000,0
2016-03-21,08:40:00,4.23,4.23,4.23,4.23,100000,0
2016-03-22,04:35:00,4.33,4.33,4.23,4.3,10000,0
2016-03-23,07:10:00,4.21,4.3,4.21,4.21,10000,0
2016-03-23,07:30:00,4.21,4.21,4.2,4.2,130000,0
2016-03-23,07:55:00,4.2,4.2,4.18,4.18,40000,0
2016-03-23,08:25:00,4.18,4.18,4.17,4.17,40000,0
2016-03-23,09:00:00,4.17,4.17,4.17,4.17,20000,0
2016-03-24,03:40:00,4.17,4.17,4.17,4.17,15000,0
2016-03-24,04:00:00,4.17,4.17,4.17,4.17,20000,0
2016-03-24,08:35:00,4.18,4.18,4.17,4.17,70000,0
2016-03-29,07:50:00,4.17,4.17,4.17,4.17,25000,0
2016-03-29,08:10:00,4.17,4.17,4.17,4.17,10000,0
2016-04-05,09:10:00,4.17,4.17,4.17,4.17,20000,0
2016-04-06,05:30:00,4.16,4.16,4.16,4.16,5000,0
2016-04-06,07:20:00,4.16,4.16,4.16,4.16,25000,0
2016-04-11,04:55:00,4.13,4.18,4.13,4.18,10000,0
2016-04-11,09:25:00,4.18,4.18,4.18,4.18,5000,0
2016-04-12,05:45:00,4.18,4.18,4.18,4.18,10000,0
2016-04-12,06:00:00,4.18,4.22,4.18,4.22,30000,0
2016-04-13,07:05:00,4.39,4.39,4.22,4.39,25000,0
2016-04-13,09:45:00,4.34,4.34,4.18,4.18,20000,0
