Date,Time,Open,High,Low,Close,Volume,OpenInt
2016-03-18,02:35:00,6.39,6.4,6.24,6.26,737800,0
2016-03-18,02:40:00,6.26,6.35,6.24,6.33,402000,0
2016-03-18,02:45:00,6.33,6.33,6.23,6.29,437000,0
2016-03-18,02:50:00,6.29,6.33,6.28,6.33,132877,0
2016-03-18,02:55:00,6.33,6.37,6.33,6.36,426500,0
2016-03-18,03:00:00,6.36,6.45,6.36,6.45,738000,0
2016-03-18,03:05:00,6.45,6.49,6.44,6.46,1051000,0
2016-03-18,03:10:00,6.46,6.47,6.43,6.45,643300,0
2016-03-18,03:15:00,6.45,6.47,6.45,6.47,498000,0
2016-03-18,03:20:00,6.47,6.47,6.46,6.46,269000,0
2016-03-18,03:25:00,6.46,6.47,6.46,6.46,250500,0
2016-03-18,03:30:00,6.46,6.47,6.46,6.46,332000,0
2016-03-18,03:35:00,6.46,6.47,6.45,6.46,386500,0
2016-03-18,03:40:00,6.46,6.55,6.46,6.55,1641000,0
2016-03-18,03:45:00,6.55,6.66,6.55,6.62,1441000,0
2016-03-18,03:50:00,6.62,6.63,6.58,6.59,562500,0
2016-03-18,03:55:00,6.59,6.63,6.57,6.63,522000,0
2016-03-18,04:00:00,6.63,6.65,6.63,6.65,586000,0
2016-03-18,04:05:00,6.65,6.65,6.63,6.64,378000,0
2016-03-18,04:10:00,6.64,6.65,6.63,6.64,443500,0
2016-03-18,04:15:00,6.64,6.65,6.63,6.63,344000,0
2016-03-18,04:20:00,6.63,6.64,6.62,6.63,244410,0
2016-03-18,04:25:00,6.63,6.63,6.62,6.63,299000,0
2016-03-18,04:30:00,6.63,6.64,6.62,6.63,463500,0
2016-03-18,04:35:00,6.64,6.64,6.63,6.63,342500,0
2016-03-18,04:40:00,6.63,6.64,6.61,6.61,451500,0
2016-03-18,04:45:00,6.61,6.62,6.58,6.6,330000,0
2016-03-18,04:50:00,6.6,6.61,6.58,6.59,550000,0
2016-03-18,04:55:00,6.59,6.59,6.54,6.54,263000,0
2016-03-18,05:00:00,6.54,6.55,6.53,6.54,129000,0
2016-03-18,06:05:00,6.54,6.58,6.53,6.58,411342,0
2016-03-18,06:10:00,6.58,6.6,6.56,6.56,324500,0
2016-03-18,06:15:00,6.56,6.6,6.56,6.6,119500,0
2016-03-18,06:20:00,6.6,6.6,6.58,6.59,173500,0
2016-03-18,06:25:00,6.59,6.6,6.58,6.59,299000,0
2016-03-18,06:30:00,6.59,6.63,6.59,6.62,326000,0
2016-03-18,06:35:00,6.62,6.63,6.61,6.63,133500,0
2016-03-18,06:40:00,6.63,6.63,6.62,6.62,287000,0
2016-03-18,06:45:00,6.62,6.63,6.62,6.63,143000,0
2016-03-18,06:50:00,6.63,6.63,6.62,6.62,261500,0
2016-03-18,06:55:00,6.62,6.63,6.61,6.61,377000,0
2016-03-18,07:00:00,6.61,6.61,6.6,6.6,52500,0
2016-03-18,07:05:00,6.6,6.61,6.6,6.6,71500,0
2016-03-18,07:10:00,6.6,6.61,6.6,6.6,97500,0
2016-03-18,07:15:00,6.6,6.61,6.6,6.6,117500,0
2016-03-18,07:20:00,6.6,6.61,6.6,6.6,120000,0
2016-03-18,07:25:00,6.6,6.61,6.6,6.6,189500,0
2016-03-18,07:30:00,6.6,6.6,6.58,6.58,251000,0
2016-03-18,07:35:00,6.58,6.59,6.58,6.58,68500,0
2016-03-18,07:40:00,6.58,6.59,6.57,6.58,97500,0
2016-03-18,07:45:00,6.58,6.59,6.57,6.57,121000,0
2016-03-18,07:50:00,6.57,6.6,6.57,6.58,189000,0
2016-03-18,07:55:00,6.58,6.6,6.58,6.58,280500,0
2016-03-18,08:00:00,6.58,6.6,6.58,6.59,243000,0
2016-03-18,08:05:00,6.59,6.6,6.59,6.59,165500,0
2016-03-18,08:10:00,6.59,6.6,6.58,6.58,355500,0
2016-03-18,08:15:00,6.58,6.59,6.58,6.58,102000,0
2016-03-18,08:20:00,6.58,6.59,6.58,6.59,72500,0
2016-03-18,08:25:00,6.59,6.61,6.58,6.6,423000,0
2016-03-18,08:30:00,6.6,6.61,6.59,6.59,365000,0
2016-03-18,08:35:00,6.59,6.61,6.59,6.6,305000,0
2016-03-18,08:40:00,6.6,6.6,6.59,6.6,129000,0
2016-03-18,08:45:00,6.6,6.61,6.59,6.59,277500,0
2016-03-18,08:50:00,6.59,6.6,6.56,6.56,407000,0
2016-03-18,08:55:00,6.56,6.6,6.56,6.6,896000,0
2016-03-18,09:00:00,6.6,6.64,6.52,6.55,12203500,0
2016-03-21,02:35:00,6.6,6.6,6.4,6.46,148500,0
2016-03-21,02:40:00,6.46,6.52,6.45,6.45,142000,0
2016-03-21,02:45:00,6.45,6.45,6.44,6.45,59000,0
2016-03-21,02:50:00,6.45,6.45,6.42,6.43,80500,0
2016-03-21,02:55:00,6.43,6.44,6.41,6.43,131500,0
2016-03-21,03:00:00,6.43,6.43,6.42,6.43,121000,0
2016-03-21,03:05:00,6.43,6.45,6.43,6.43,85500,0
2016-03-21,03:10:00,6.43,6.47,6.43,6.47,119000,0
2016-03-21,03:15:00,6.47,6.47,6.43,6.45,50000,0
2016-03-21,03:20:00,6.45,6.45,6.41,6.41,76000,0
2016-03-21,03:25:00,6.41,6.41,6.4,6.41,142500,0
2016-03-21,03:30:00,6.41,6.42,6.41,6.41,115000,0
2016-03-21,03:35:00,6.41,6.43,6.4,6.4,191000,0
2016-03-21,03:40:00,6.4,6.41,6.38,6.39,396000,0
2016-03-21,03:45:00,6.39,6.4,6.38,6.39,62000,0
2016-03-21,03:50:00,6.39,6.39,6.37,6.39,207500,0
2016-03-21,03:55:00,6.39,6.41,6.39,6.4,169000,0
2016-03-21,04:00:00,6.4,6.44,6.4,6.43,89000,0
2016-03-21,04:05:00,6.43,6.43,6.41,6.42,24000,0
2016-03-21,04:10:00,6.42,6.43,6.41,6.42,46000,0
2016-03-21,04:15:00,6.42,6.43,6.41,6.42,37500,0
2016-03-21,04:20:00,6.42,6.45,6.42,6.44,122000,0
2016-03-21,04:25:00,6.44,6.45,6.43,6.43,38500,0
2016-03-21,04:30:00,6.43,6.43,6.37,6.43,171500,0
2016-03-21,04:35:00,6.43,6.45,6.41,6.45,165500,0
2016-03-21,04:40:00,6.45,6.46,6.44,6.45,84000,0
2016-03-21,04:45:00,6.45,6.46,6.44,6.46,46500,0
2016-03-21,04:50:00,6.46,6.46,6.45,6.46,31000,0
2016-03-21,04:55:00,6.46,6.48,6.45,6.48,92000,0
2016-03-21,05:00:00,6.48,6.49,6.47,6.49,190000,0
2016-03-21,06:05:00,6.49,6.49,6.48,6.49,76000,0
2016-03-21,06:10:00,6.49,6.49,6.45,6.45,42500,0
2016-03-21,06:15:00,6.45,6.46,6.45,6.46,6500,0
2016-03-21,06:20:00,6.46,6.46,6.43,6.43,18000,0
2016-03-21,06:25:00,6.43,6.45,6.42,6.45,67500,0
2016-03-21,06:30:00,6.45,6.45,6.42,6.42,16500,0
2016-03-21,06:35:00,6.42,6.43,6.42,6.42,8500,0
2016-03-21,06:40:00,6.43,6.44,6.43,6.43,7500,0
2016-03-21,06:45:00,6.43,6.44,6.42,6.42,81000,0
