Date,Time,Open,High,Low,Close,Volume,OpenInt
2016-03-15,02:35:00,5.59,5.59,5.58,5.59,8000,0
2016-03-15,02:40:00,5.59,5.59,5.58,5.58,8500,0
2016-03-15,02:55:00,5.57,5.58,5.57,5.58,2500,0
2016-03-15,03:10:00,5.57,5.58,5.57,5.58,1000,0
2016-03-15,03:15:00,5.58,5.58,5.58,5.58,1000,0
2016-03-15,03:35:00,5.57,5.58,5.57,5.58,1000,0
2016-03-15,03:40:00,5.58,5.59,5.58,5.59,53000,0
2016-03-15,03:45:00,5.59,5.59,5.58,5.58,5500,0
2016-03-15,03:55:00,5.58,5.58,5.58,5.58,1000,0
2016-03-15,04:00:00,5.58,5.58,5.58,5.58,3000,0
2016-03-15,04:05:00,5.58,5.58,5.57,5.58,13000,0
2016-03-15,04:10:00,5.58,5.59,5.58,5.59,26000,0
2016-03-15,04:15:00,5.59,5.59,5.58,5.58,25500,0
2016-03-15,04:25:00,5.58,5.59,5.58,5.59,1000,0
2016-03-15,04:30:00,5.59,5.61,5.59,5.61,104500,0
2016-03-15,04:35:00,5.61,5.61,5.61,5.61,30500,0
2016-03-15,04:40:00,5.61,5.61,5.61,5.61,3000,0
2016-03-15,04:45:00,5.61,5.61,5.61,5.61,5000,0
2016-03-15,04:50:00,5.61,5.61,5.61,5.61,4000,0
2016-03-15,04:55:00,5.61,5.62,5.61,5.61,41000,0
2016-03-15,05:00:00,5.61,5.61,5.61,5.61,500,0
2016-03-15,06:05:00,5.61,5.61,5.61,5.61,3500,0
2016-03-15,06:10:00,5.61,5.61,5.61,5.61,18500,0
2016-03-15,06:15:00,5.61,5.61,5.61,5.61,8000,0
2016-03-15,06:20:00,5.61,5.61,5.58,5.6,250000,0
2016-03-15,06:25:00,5.6,5.6,5.58,5.58,1000,0
2016-03-15,06:30:00,5.59,5.6,5.59,5.6,1500,0
2016-03-15,06:35:00,5.6,5.6,5.6,5.6,2500,0
2016-03-15,06:40:00,5.6,5.6,5.6,5.6,3000,0
2016-03-15,06:45:00,5.6,5.6,5.6,5.6,8500,0
2016-03-15,06:50:00,5.6,5.6,5.59,5.59,51500,0
2016-03-15,06:55:00,5.59,5.59,5.59,5.59,29000,0
2016-03-15,07:00:00,5.59,5.59,5.59,5.59,2000,0
2016-03-15,07:05:00,5.59,5.59,5.59,5.59,4500,0
2016-03-15,07:10:00,5.59,5.59,5.58,5.59,10500,0
2016-03-15,07:15:00,5.59,5.6,5.59,5.6,20000,0
2016-03-15,07:20:00,5.6,5.6,5.6,5.6,3500,0
2016-03-15,07:25:00,5.6,5.6,5.6,5.6,9500,0
2016-03-15,07:30:00,5.6,5.6,5.59,5.59,57500,0
2016-03-15,07:35:00,5.59,5.6,5.59,5.59,12500,0
2016-03-15,07:45:00,5.59,5.6,5.59,5.59,34000,0
2016-03-15,07:50:00,5.59,5.6,5.59,5.59,41000,0
2016-03-15,07:55:00,5.59,5.59,5.59,5.59,500,0
2016-03-15,08:00:00,5.59,5.6,5.59,5.6,2500,0
2016-03-15,08:05:00,5.6,5.6,5.59,5.59,32000,0
2016-03-15,08:10:00,5.59,5.6,5.59,5.6,6500,0
2016-03-15,08:15:00,5.6,5.6,5.59,5.59,33500,0
2016-03-15,08:20:00,5.59,5.6,5.59,5.6,2000,0
2016-03-15,08:25:00,5.6,5.6,5.59,5.59,32000,0
2016-03-15,08:30:00,5.59,5.6,5.59,5.6,5000,0
2016-03-15,08:35:00,5.6,5.6,5.6,5.6,3000,0
2016-03-15,08:40:00,5.6,5.6,5.6,5.6,7000,0
2016-03-15,08:45:00,5.6,5.6,5.6,5.6,18500,0
2016-03-15,08:50:00,5.6,5.6,5.6,5.6,34500,0
2016-03-15,08:55:00,5.6,5.6,5.6,5.6,61500,0
2016-03-15,09:00:00,5.6,5.61,5.59,5.6,131500,0
2016-03-16,02:35:00,5.6,5.6,5.6,5.6,1500,0
2016-03-16,02:40:00,5.6,5.6,5.6,5.6,1500,0
2016-03-16,02:45:00,5.6,5.6,5.6,5.6,3000,0
2016-03-16,02:50:00,5.6,5.6,5.6,5.6,2000,0
2016-03-16,02:55:00,5.6,5.6,5.59,5.6,10000,0
2016-03-16,03:00:00,5.6,5.6,5.6,5.6,2500,0
2016-03-16,03:05:00,5.6,5.6,5.6,5.6,24500,0
2016-03-16,03:10:00,5.6,5.6,5.6,5.6,3000,0
2016-03-16,03:15:00,5.6,5.6,5.57,5.58,161000,0
2016-03-16,03:25:00,5.58,5.58,5.56,5.56,9500,0
2016-03-16,03:30:00,5.56,5.56,5.5,5.51,92500,0
2016-03-16,03:35:00,5.49,5.49,5.48,5.49,8000,0
2016-03-16,03:40:00,5.49,5.52,5.49,5.51,94000,0
2016-03-16,03:45:00,5.51,5.51,5.51,5.51,500,0
2016-03-16,03:50:00,5.51,5.51,5.5,5.5,8000,0
2016-03-16,03:55:00,5.5,5.5,5.48,5.5,8500,0
2016-03-16,04:00:00,5.5,5.5,5.46,5.5,136500,0
2016-03-16,04:05:00,5.5,5.5,5.5,5.5,3000,0
2016-03-16,04:10:00,5.5,5.5,5.45,5.45,17500,0
2016-03-16,04:15:00,5.44,5.44,5.44,5.44,7000,0
2016-03-16,04:20:00,5.44,5.44,5.44,5.44,2000,0
2016-03-16,04:25:00,5.44,5.47,5.4,5.42,177500,0
2016-03-16,04:30:00,5.42,5.44,5.4,5.4,39000,0
2016-03-16,04:35:00,5.4,5.4,5.38,5.38,14500,0
2016-03-16,04:45:00,5.35,5.37,5.35,5.37,53500,0
2016-03-16,04:50:00,5.37,5.38,5.37,5.38,10000,0
2016-03-16,04:55:00,5.38,5.4,5.38,5.4,8000,0
2016-03-16,05:00:00,5.4,5.42,5.4,5.42,30000,0
2016-03-16,06:05:00,5.42,5.45,5.42,5.45,89500,0
2016-03-16,06:10:00,5.45,5.45,5.45,5.45,20000,0
2016-03-16,06:15:00,5.45,5.45,5.45,5.45,14500,0
2016-03-16,06:20:00,5.45,5.45,5.45,5.45,3500,0
2016-03-16,06:25:00,5.45,5.47,5.45,5.47,19000,0
2016-03-16,06:30:00,5.47,5.47,5.46,5.46,4000,0
2016-03-16,06:35:00,5.46,5.47,5.45,5.47,18500,0
2016-03-16,06:40:00,5.47,5.47,5.45,5.47,11000,0
2016-03-16,06:45:00,5.47,5.47,5.46,5.47,5000,0
2016-03-16,06:50:00,5.46,5.46,5.46,5.46,2500,0
2016-03-16,06:55:00,5.46,5.48,5.46,5.48,35500,0
2016-03-16,07:00:00,5.48,5.48,5.46,5.47,9000,0
2016-03-16,07:05:00,5.47,5.5,5.47,5.5,66500,0
2016-03-16,07:10:00,5.5,5.51,5.48,5.5,251500,0
2016-03-16,07:15:00,5.49,5.49,5.49,5.49,2000,0
2016-03-16,07:20:00,5.49,5.49,5.48,5.49,41000,0
2016-03-16,07:25:00,5.49,5.49,5.47,5.48,46500,0
2016-03-16,07:30:00,5.48,5.48,5.47,5.47,1500,0
2016-03-16,07:35:00,5.47,5.48,5.47,5.48,9500,0
2016-03-16,07:40:00,5.47,5.47,5.47,5.47,3000,0
2016-03-16,07:45:00,5.47,5.47,5.46,5.47,13000,0
2016-03-16,07:50:00,5.47,5.47,5.47,5.47,1500,0
2016-03-16,07:55:00,5.47,5.48,5.47,5.48,31500,0
2016-03-16,08:00:00,5.48,5.48,5.48,5.48,1000,0
2016-03-16,08:05:00,5.48,5.48,5.47,5.48,4000,0
2016-03-16,08:10:00,5.48,5.48,5.47,5.48,2500,0
2016-03-16,08:15:00,5.48,5.48,5.47,5.47,7500,0
2016-03-16,08:20:00,5.47,5.47,5.46,5.47,98000,0
2016-03-16,08:25:00,5.47,5.47,5.47,5.47,2000,0
2016-03-16,08:30:00,5.47,5.47,5.46,5.46,8500,0
2016-03-16,08:35:00,5.46,5.46,5.46,5.46,2000,0
2016-03-16,08:40:00,5.46,5.46,5.45,5.45,112000,0
2016-03-16,08:45:00,5.45,5.45,5.41,5.41,82500,0
2016-03-16,08:50:00,5.41,5.49,5.39,5.41,293500,0
2016-03-16,08:55:00,5.42,5.43,5.41,5.43,17500,0
2016-03-16,09:00:00,5.44,5.47,5.44,5.46,169500,0
2016-03-17,02:35:00,5.5,5.5,5.47,5.47,5000,0
2016-03-17,02:40:00,5.47,5.48,5.47,5.48,19000,0
2016-03-17,02:45:00,5.48,5.48,5.46,5.47,11000,0
2016-03-17,02:50:00,5.47,5.47,5.46,5.46,41500,0
2016-03-17,02:55:00,5.46,5.47,5.43,5.43,21500,0
2016-03-17,03:00:00,5.42,5.46,5.42,5.46,20000,0
2016-03-17,03:05:00,5.46,5.47,5.46,5.47,4500,0
2016-03-17,03:10:00,5.47,5.47,5.47,5.47,2000,0
2016-03-17,03:15:00,5.47,5.47,5.46,5.46,1000,0
2016-03-17,03:20:00,5.46,5.47,5.45,5.45,17500,0
2016-03-17,03:30:00,5.42,5.45,5.42,5.43,5000,0
2016-03-17,03:35:00,5.43,5.45,5.43,5.45,23000,0
2016-03-17,03:40:00,5.45,5.45,5.45,5.45,15500,0
2016-03-17,03:45:00,5.46,5.47,5.46,5.47,2000,0
2016-03-17,03:50:00,5.47,5.47,5.47,5.47,1500,0
2016-03-17,03:55:00,5.47,5.47,5.47,5.47,6000,0
2016-03-17,04:00:00,5.47,5.47,5.47,5.47,1500,0
2016-03-17,04:05:00,5.47,5.47,5.46,5.46,2500,0
2016-03-17,04:10:00,5.46,5.47,5.46,5.47,4000,0
2016-03-17,04:15:00,5.47,5.47,5.44,5.44,5500,0
2016-03-17,04:20:00,5.44,5.45,5.44,5.45,1500,0
2016-03-17,04:25:00,5.45,5.47,5.44,5.47,12000,0
2016-03-17,04:30:00,5.47,5.48,5.47,5.48,22500,0
2016-03-17,04:35:00,5.48,5.48,5.48,5.48,1500,0
2016-03-17,04:40:00,5.48,5.5,5.47,5.48,63000,0
2016-03-17,04:45:00,5.48,5.48,5.48,5.48,34000,0
2016-03-17,04:50:00,5.48,5.5,5.48,5.5,15000,0
2016-03-17,04:55:00,5.5,5.5,5.5,5.5,6000,0
2016-03-17,05:00:00,5.5,5.5,5.49,5.5,5500,0
2016-03-17,06:05:00,5.49,5.49,5.47,5.49,9500,0
2016-03-17,06:10:00,5.49,5.49,5.49,5.49,3000,0
2016-03-17,06:15:00,5.49,5.49,5.49,5.49,2500,0
2016-03-17,06:20:00,5.49,5.49,5.48,5.48,4000,0
2016-03-17,06:25:00,5.48,5.49,5.47,5.49,29500,0
2016-03-17,06:30:00,5.49,5.49,5.48,5.49,12500,0
2016-03-17,06:35:00,5.49,5.49,5.49,5.49,4000,0
2016-03-17,06:40:00,5.49,5.49,5.49,5.49,4500,0
2016-03-17,06:45:00,5.49,5.49,5.49,5.49,3500,0
2016-03-17,06:50:00,5.49,5.49,5.49,5.49,4000,0
2016-03-17,06:55:00,5.49,5.49,5.48,5.49,7000,0
2016-03-17,07:00:00,5.49,5.49,5.44,5.46,112500,0
2016-03-17,07:05:00,5.46,5.48,5.46,5.47,45000,0
2016-03-17,07:10:00,5.47,5.47,5.47,5.47,5000,0
2016-03-17,07:15:00,5.47,5.49,5.47,5.49,4000,0
2016-03-17,07:20:00,5.49,5.49,5.49,5.49,5000,0
2016-03-17,07:25:00,5.49,5.5,5.49,5.5,6500,0
2016-03-17,07:30:00,5.5,5.5,5.5,5.5,6000,0
2016-03-17,07:35:00,5.5,5.5,5.49,5.5,11000,0
2016-03-17,07:40:00,5.5,5.5,5.49,5.5,7000,0
2016-03-17,07:45:00,5.5,5.5,5.47,5.49,40500,0
2016-03-17,07:50:00,5.49,5.49,5.47,5.47,4500,0
2016-03-17,07:55:00,5.47,5.49,5.46,5.46,17000,0
2016-03-17,08:00:00,5.46,5.46,5.45,5.46,68000,0
2016-03-17,08:05:00,5.46,5.46,5.45,5.46,6500,0
2016-03-17,08:10:00,5.46,5.46,5.45,5.46,6500,0
2016-03-17,08:15:00,5.46,5.46,5.45,5.46,10500,0
2016-03-17,08:20:00,5.46,5.46,5.45,5.45,10500,0
2016-03-17,08:25:00,5.45,5.46,5.45,5.45,13500,0
