Date,Time,Open,High,Low,Close,Volume,OpenInt
2016-03-30,03:35:00,0.99,1,0.98,0.99,25200,0
2016-03-30,03:40:00,0.99,1.02,0.99,1.02,127100,0
2016-03-30,03:45:00,1.01,1.02,1,1,108100,0
2016-03-30,03:55:00,1,1.01,1,1.01,5400,0
2016-03-30,04:00:00,1.01,1.01,0.99,0.99,154200,0
2016-03-30,04:05:00,0.99,0.99,0.98,0.98,157300,0
2016-03-30,04:10:00,0.98,0.99,0.98,0.98,68000,0
2016-03-30,04:15:00,0.98,0.99,0.98,0.99,2800,0
2016-03-30,04:20:00,0.99,0.99,0.98,0.98,40700,0
2016-03-30,04:25:00,0.98,0.99,0.98,0.99,43500,0
2016-03-30,04:30:00,0.99,0.99,0.99,0.99,58100,0
2016-03-30,04:35:00,0.99,0.99,0.99,0.99,200,0
2016-03-30,04:40:00,0.99,0.99,0.98,0.99,34500,0
2016-03-30,04:50:00,0.99,0.99,0.99,0.99,9900,0
2016-03-30,04:55:00,0.99,0.99,0.98,0.98,7000,0
2016-03-30,05:00:00,0.98,0.98,0.98,0.98,63600,0
2016-03-30,05:05:00,0.98,0.99,0.98,0.99,8400,0
2016-03-30,05:10:00,0.99,0.99,0.99,0.99,32000,0
2016-03-30,05:15:00,0.99,0.99,0.98,0.98,3000,0
2016-03-30,05:20:00,0.98,0.98,0.98,0.98,1100,0
2016-03-30,05:25:00,0.98,0.98,0.98,0.98,30000,0
2016-03-30,05:30:00,0.98,0.98,0.98,0.98,239900,0
2016-03-30,05:35:00,0.98,0.98,0.97,0.98,163300,0
2016-03-30,05:45:00,0.98,0.99,0.98,0.99,97200,0
2016-03-30,05:50:00,0.99,0.99,0.99,0.99,1000,0
2016-03-30,05:55:00,0.99,0.99,0.99,0.99,4100,0
2016-03-30,06:00:00,0.99,0.99,0.99,0.99,10400,0
2016-03-30,07:05:00,0.99,0.99,0.99,0.99,100,0
2016-03-30,07:10:00,0.99,0.99,0.99,0.99,90000,0
2016-03-30,07:15:00,0.99,0.99,0.98,0.98,51000,0
2016-03-30,07:20:00,0.97,0.98,0.97,0.98,4000,0
2016-03-30,07:30:00,0.98,0.98,0.98,0.98,1200,0
2016-03-30,07:35:00,0.98,0.99,0.98,0.99,27900,0
2016-03-30,07:45:00,0.99,0.99,0.98,0.98,9700,0
2016-03-30,07:55:00,0.98,0.98,0.98,0.98,10400,0
2016-03-30,08:00:00,0.98,0.98,0.98,0.98,400,0
2016-03-30,08:05:00,0.98,0.98,0.98,0.98,100,0
2016-03-30,08:10:00,0.98,1,0.98,1,334800,0
2016-03-30,08:15:00,1,1,0.99,0.99,32000,0
2016-03-30,08:20:00,0.99,0.99,0.99,0.99,4000,0
2016-03-30,08:25:00,0.99,0.99,0.98,0.98,76000,0
2016-03-30,08:45:00,0.98,0.98,0.98,0.98,28900,0
2016-03-30,09:10:00,0.97,0.99,0.97,0.99,226100,0
2016-03-30,09:15:00,0.99,0.99,0.97,0.98,7500,0
2016-03-30,09:20:00,0.98,0.98,0.98,0.98,21000,0
