Date,Time,Open,High,Low,Close,Volume,OpenInt
2016-02-04,03:45:00,0.125,0.13,0.125,0.13,40000,0
2016-02-04,03:50:00,0.128,0.13,0.128,0.13,1200000,0
2016-02-04,07:05:00,0.13,0.13,0.13,0.13,3125,0
2016-02-04,08:40:00,0.13,0.13,0.13,0.13,2823,0
2016-02-04,08:55:00,0.13,0.13,0.13,0.13,900000,0
2016-02-05,09:00:00,0.131,0.131,0.131,0.131,1200000,0
2016-02-12,09:00:00,0.129,0.13,0.129,0.13,600000,0
2016-02-15,06:45:00,0.126,0.126,0.12,0.12,1080000,0
2016-02-15,06:55:00,0.112,0.118,0.112,0.118,120000,0
2016-02-15,07:00:00,0.118,0.118,0.118,0.118,600000,0
2016-02-15,07:05:00,0.11,0.115,0.11,0.115,420000,0
2016-02-15,07:20:00,0.115,0.115,0.115,0.115,180000,0
2016-02-15,07:40:00,0.116,0.119,0.116,0.119,1080000,0
2016-02-15,07:45:00,0.119,0.119,0.116,0.116,1620000,0
2016-02-15,07:55:00,0.116,0.116,0.116,0.116,60000,0
2016-02-15,08:10:00,0.116,0.12,0.116,0.12,240000,0
2016-02-15,08:50:00,0.12,0.12,0.12,0.12,2500,0
2016-02-15,08:55:00,0.12,0.12,0.115,0.12,1860000,0
2016-02-15,09:00:00,0.12,0.123,0.12,0.123,360000,0
2016-02-16,06:10:00,0.113,0.123,0.106,0.107,2580000,0
2016-02-16,06:15:00,0.101,0.107,0.101,0.107,240000,0
2016-02-16,06:20:00,0.107,0.107,0.102,0.105,240000,0
2016-02-16,06:30:00,0.105,0.105,0.105,0.105,60000,0
2016-02-16,06:35:00,0.105,0.105,0.105,0.105,60000,0
2016-02-16,06:40:00,0.105,0.105,0.105,0.105,120000,0
2016-02-16,06:45:00,0.105,0.105,0.102,0.102,300000,0
2016-02-16,06:50:00,0.101,0.102,0.101,0.102,1200000,0
2016-02-16,06:55:00,0.102,0.104,0.102,0.104,1020000,0
2016-02-16,07:05:00,0.105,0.106,0.105,0.106,300000,0
2016-02-16,07:10:00,0.106,0.108,0.106,0.108,600000,0
2016-02-16,07:15:00,0.108,0.109,0.108,0.109,780000,0
2016-02-16,07:20:00,0.109,0.11,0.109,0.11,480000,0
2016-02-16,07:25:00,0.11,0.113,0.11,0.113,1680000,0
2016-02-16,07:40:00,0.113,0.116,0.113,0.115,780000,0
2016-02-16,07:50:00,0.115,0.115,0.115,0.115,480000,0
2016-02-16,08:05:00,0.115,0.115,0.115,0.115,420000,0
2016-02-16,08:10:00,0.115,0.115,0.115,0.115,60000,0
2016-02-16,08:55:00,0.115,0.115,0.115,0.115,60000,0
2016-02-16,09:00:00,0.115,0.115,0.115,0.115,60000,0
2016-02-17,08:15:00,0.117,0.12,0.115,0.12,900000,0
2016-02-17,08:25:00,0.12,0.12,0.12,0.12,30000,0
2016-02-17,08:40:00,0.117,0.117,0.117,0.117,60000,0
2016-02-17,08:55:00,0.117,0.117,0.117,0.117,1020000,0
2016-02-17,09:00:00,0.117,0.121,0.117,0.121,3540000,0
2016-02-18,03:00:00,0.12,0.121,0.12,0.12,960000,0
2016-02-19,08:40:00,0.119,0.127,0.119,0.127,780000,0
2016-02-19,08:45:00,0.127,0.127,0.127,0.127,120000,0
2016-02-19,08:50:00,0.127,0.127,0.126,0.126,540000,0
2016-02-22,03:25:00,0.121,0.126,0.121,0.121,1620000,0
2016-02-22,06:05:00,0.121,0.121,0.12,0.12,120000,0
2016-02-22,06:20:00,0.12,0.12,0.12,0.12,6250,0
2016-02-22,06:35:00,0.12,0.12,0.119,0.119,240000,0
2016-02-22,07:25:00,0.122,0.122,0.119,0.119,2700000,0
2016-02-22,08:45:00,0.125,0.125,0.125,0.125,180000,0
2016-02-22,08:50:00,0.125,0.128,0.125,0.128,480000,0
2016-02-22,08:55:00,0.128,0.128,0.125,0.125,960000,0
2016-02-22,09:00:00,0.128,0.128,0.128,0.128,60000,0
2016-02-23,06:05:00,0.128,0.128,0.128,0.128,15000,0
2016-02-23,08:45:00,0.128,0.128,0.128,0.128,600000,0
2016-02-23,08:55:00,0.127,0.128,0.127,0.128,240000,0
2016-02-23,09:00:00,0.127,0.129,0.127,0.129,1860000,0
2016-02-24,03:00:00,0.12,0.129,0.12,0.123,1620000,0
2016-02-24,07:05:00,0.122,0.122,0.119,0.119,720000,0
2016-02-24,07:10:00,0.119,0.12,0.119,0.12,600000,0
2016-02-24,07:40:00,0.12,0.12,0.12,0.12,180000,0
2016-02-24,08:15:00,0.12,0.12,0.12,0.12,120000,0
2016-02-24,08:40:00,0.12,0.12,0.12,0.12,1200000,0
2016-02-24,08:45:00,0.12,0.12,0.12,0.12,2500,0
2016-02-24,08:50:00,0.12,0.12,0.12,0.12,120500,0
2016-02-25,02:40:00,0.12,0.12,0.12,0.12,20000,0
2016-02-25,03:10:00,0.12,0.12,0.12,0.12,240000,0
2016-02-25,03:25:00,0.12,0.122,0.12,0.122,480000,0
2016-02-25,03:40:00,0.124,0.124,0.124,0.124,60000,0
2016-02-25,03:55:00,0.124,0.124,0.124,0.124,360000,0
2016-02-25,04:00:00,0.124,0.124,0.12,0.12,1020000,0
2016-02-25,04:40:00,0.12,0.12,0.12,0.12,540000,0
2016-02-26,02:45:00,0.127,0.127,0.118,0.126,360000,0
2016-02-26,03:50:00,0.125,0.125,0.125,0.125,5000,0
2016-02-26,04:15:00,0.125,0.125,0.118,0.118,142500,0
2016-02-26,04:55:00,0.118,0.125,0.117,0.117,540000,0
2016-02-26,06:40:00,0.119,0.119,0.118,0.118,120000,0
2016-02-26,08:05:00,0.118,0.118,0.118,0.118,180000,0
2016-02-26,08:20:00,0.118,0.118,0.118,0.118,600000,0
2016-02-26,08:25:00,0.118,0.118,0.118,0.118,180000,0
2016-02-26,08:30:00,0.118,0.118,0.118,0.118,120000,0
2016-02-26,08:35:00,0.118,0.118,0.118,0.118,60000,0
2016-02-26,08:40:00,0.118,0.118,0.118,0.118,720000,0
2016-02-29,03:30:00,0.117,0.118,0.117,0.117,240000,0
2016-02-29,03:35:00,0.117,0.117,0.11,0.11,240000,0
2016-02-29,04:40:00,0.115,0.115,0.115,0.115,1875,0
